image_id,qa_id,qa_type,task,question,ground_truth,model_answer,prompt_tokens,completion_tokens,cost_usd,latency_s
0000-0004,ocr1,ocr_qa,read_room_label,What is the area of the small TOILET between the CHAMBRE 1 and the CHAMBRE 2?,2.70 m²,The area of the toilet (TOIL.) between CHAMBRE 1 and CHAMBRE 2 is **2.70 m²**.,1138,213,0.003624,29.99
0000-0004,ocr2,ocr_qa,read_area_text,What is the area of the Chambre 2 in square meters?,11.63 m²,"Based on the drawing, the area of **Chambre 2** is **11.63 m²**.",1128,211,0.003591,37.87
0000-0004,sp1,spatial_qa,adjacency,Which room is directly connected to the GARAGE with an internal door?,The A. CUISINE and the ABRI VOITURE.,"Based on the drawing, the room directly connected to the **GARAGE** by an internal door is **A.CUIS.** (Arrière-cuisine / Utility room).",1129,413,0.005411,39.3
0000-0005,cmp1,comparison_qa,largest_bedrooms,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,**Chambre 1** (with an area of $10.95\text{ m}^2$).,1126,241,0.003858,25.11
0000-0005,cmp2,comparison_qa,largest_room,Which room has the largest area in m²?,SALON and SEJOUR 44.38 m²,"Based on the drawing, the room with the largest area is the **Salon / Séjour** (Living / Dining room) with an area of **$44.38\text{ m}^2$**.",1124,499,0.006177,32.29
0000-0005,cmp3,comparison_qa,adjacency,Which bedroom is closer to the W.C?,Chambre 1,"Based on the floor plan, **Chambre 1** is the closest bedroom to the W.C. (sharing an adjacent wall and located directly next to its entrance).",1124,307,0.004449,29.07
0000-0005,cmp4,comparison_qa,larger_area,"Which room has the larger area, the GARAGE or the ABRI VOITURE?",The GARAGE,The **GARAGE** has the larger area ($32.88\text{ m}^2$ compared to $16.00\text{ m}^2$ for the ABRI VOITURE).,1131,168,0.003209,28.09
0000-0005,cnt1,counting_qa,access_to_degt,How many doors give access to the DEGT space?,Six (6) doors,"Based on the drawing, there are **5** doors that give access to the DEGT (hallway) space:

1. Door to **Chambre 1**
2. Door to **Chambre 2**
3. Door to **Chambre 3**
4. Door to **Bains** (Bathroom)
5. Door to **W.C.**",1125,1228,0.01274,36.52
0000-0005,ocr1,ocr_qa,read_room_label,What is the size of the ABRI VOITURE in square meters?,16.00 m²,"Based on the drawing, the size of the **ABRI VOITURE** is **16.00 m²**.",1128,243,0.003879,30.1
0000-0005,ocr2,ocr_qa,read_area_text,What is the area of the BAINS room in square meters?,6.31 m²,"Based on the drawing, the area of the **BAINS** room is **6.31 m²**.",1127,149,0.003031,30.68
0000-0005,sp1,spatial_qa,access_to_terrace,Which bedroom has a window access to the terrace?,Chambre 3,**Chambre 3** (Bedroom 3) has a window opening directly onto the terrace.,1124,302,0.004404,28.98
1000-0001,cmp1,comparison_qa,largest_bedroom,Which bedroom on Planta Baixa floor has the largest area?,Dormitori 2,"Based on the drawing and the area schedule for the ground floor (**Planta Baixa** / *Pis ""Baixos 1ª""*):

* **Dormitori 2** has the largest area with **11.35 m²** (compared to Dormitori 1, which has 8.10 m²).",1140,444,0.005706,52.63
1000-0001,cmp2,comparison_qa,largest_room,Which room has the largest area in the drawing?,Cuina-Estar-Menjador (Kitchen–Living–Dining),"Based on the area tables in the drawing, the room with the largest area is the **Cuina-Estador-Menjador** (Kitchen-Living-Dining room) in the duplex apartment (PIS ""4º 1ª""), with an area of **21.40 m²**.",1138,1088,0.011499,53.15
1000-0001,cmp3,comparison_qa,closer_door,Whose DORMITORI door has shorter travelling distance to the TRASTER room on the PLANTA BAIXA floor plan?,The door of Dormitori 1.,"Based on the PLANTA BAIXA floor plan, **Dormitori 1** has the shorter travelling distance to the Traster room.",1153,1198,0.012512,50.48
1000-0001,cnt1,counting_qa,count_bedrooms,How many bedrooms (dormitary) are available on the PLANTA BAIXA floor?,Two (2) bedrooms,"Based on the PLANTA BAIXA floor plan and the corresponding schedule, there are **2** bedrooms (Dormitori 1 and Dormitori 2) available on this floor.",1145,414,0.005444,51.55
1000-0001,ocr1,ocr_qa,read_room_label,What is the listed area of the 'Cuina-Estar-Menjador' on the Planta Baixa?,19.50 m²,"Based on the drawing and the schedule table for ""PIS 'BAIXOS 1ª'"" (Planta Baixa), the listed area of the **Cuina-Estar-Menjador** is **19.50 m²**.",1152,376,0.005112,55.39
1000-0001,ocr2,ocr_qa,read_area_text,What is the area of 'Dormitori 1' on the Planta Baixa?,8.10 m²,"Based on the drawing and the schedule table for ""Pis 'Baixos 1ª'"" (Planta Baixa), the area of **Dormitori 1** is **8.10 m²**.",1146,436,0.005643,57.44
1000-0001,ocr3,ocr_qa,adjacency,"What is the area of the adjacent room to CUINA-ESTAR-MENJADOR, to the left of the staircase, on Planta PIS 1-2-3?",9.70 m²,"Based on the drawing for **Planta PIS 1-2-3** (specifically the flat *PIS 1º-2º-3º 1ª* to the left of the staircase):

The adjacent room to the CUINA-ESTAR-MENJADOR is the **Dormitori** (bedroom), which has an area of **9.70 m²**.",1165,840,0.009307,58.75
1000-0001,sp1,spatial_qa,titleblock_location,Where is the title block located relative to the entire sheet?,Bottom-right corner,The title block is located in the **bottom right corner** of the sheet.,1140,149,0.003051,55.43
2000-0002,cmp1,comparison_qa,largest_room,Which room in the plan has the largest area?,Living Room,"Based on the dimensions in the plan, the **Living Room** has the largest area.",1116,822,0.009072,11.32
2000-0002,cnt1,counting_qa,count_window,How many windows does the bedroom have?,One (1) window.,"Based on the drawing, **Bedroom 1** has **1** window (located on the bottom/south wall, labeled ""EGRESS"").",1114,381,0.0051,7.64
2000-0002,ocr1,ocr_qa,read_floor_area,What is the listed total square footage of the 1st floor?,914 SQUARE FEET,**914 square feet**,1120,233,0.003777,6.3
2000-0002,ocr2,ocr_qa,read_safety_note,What does the safety note say about smoke detectors near the hallway?,All smoke detectors linked w/ battery backup.,"The safety note says: **""ALL SMOKE/CO DETECTORS LINKED W/ BATTERY BACKUP""**.",1119,261,0.004027,9.35
2000-0002,sp1,spatial_qa,kitchen_appliances,Which major appliances are located directly adjacent to the kitchen sink?,Dishwasher and the refrigerator.,"Based on the floor plan, the **dishwasher (DW)** is located directly adjacent to the kitchen sink (to its right).",1118,283,0.004224,11.59
2000-0002,sp2,spatial_qa,adjacency,Which room is directly adjacent to the Pantry?,The Kitchen,"Based on the drawing, the room directly adjacent to the Pantry is the **Kitchen**.",1115,364,0.004948,11.97
2000-0002,sp3,spatial_qa,adjacency,"Which room is positioned directly beside the Stair, sharing the longest adjoining wall?",Bedroom 1,"Based on the floor plan, the room positioned directly beside the stair is the **Bathroom/Laundry** (sharing the wall on the north side of the stair, which contains the laundry closet). 

*(Note: The stair is also directly open to the **Living Room** on its west side).*",1121,3394,0.032227,28.61
3000-0001,cmp1,comparison_qa,largest_room,Which room has the largest area?,Living Room (& Guest Room),"Based on the dimensions in the drawing, the **Living Room (& Guest Room)** has the largest area (approximately 13'-6"" x 16'-0"" = 216 sq. ft.).",1118,797,0.00885,14.94
3000-0001,cmp2,comparison_qa,bigger_room,"Which one is bigger? the COATS room behind the entrance, or the UTILITY CLOSET room?",The Utility closet,"The **UTILITY CLOSET** is bigger (measuring 3'-1"" x 3'-1"", compared to the COATS closet which is 2'-4"" x 2'-4"").",1133,549,0.006641,14.16
3000-0001,cnt1,counting_qa,count_windows,How many windows are available for the main bedroom?,Two (2) windows,"Based on the floor plan, there are **2** windows in the main bedroom (one on the top wall and one on the left wall).",1121,1521,0.015371,23.64
3000-0001,ocr1,ocr_qa,read_room_label,What is the name of the main bedroom shown in the plan?,MAIN BEDROOM,MAIN BEDROOM,1124,158,0.003108,12.66
3000-0001,ocr2,ocr_qa,read_area_text,What text describes the flooring type in the living room?,"HARDWOOD FLOOR, TYP.","Based on the drawing, the text describing the flooring type in the living room is:

**HARDWOOD FLOOR, TYP.** 

*(Note: There is also a specific area designated for **STONE OR TILE FLOORING** under the optional woodstove).*",1122,395,0.005238,10.1
3000-0001,sp1,spatial_qa,item_location,Where are the woodstoves located?,Living Room (& Guest Room),"The woodstove (labeled as optional) is located in the **Living Room**, on a 30""x68"" stone or tile pad against the wall shared with the kitchen.",1119,190,0.003389,12.81
3000-0001,sp2,spatial_qa,adjacency,Which room is directly connected to the MAIN BEDROOM?,the Hall,"Based on the drawing, the **HALL** (hallway) is directly connected to the MAIN BEDROOM.",1122,435,0.005598,10.67
3000-0001,sp3,spatial_qa,closest_to_staircase,Which space gives the access to the STAIRS from the main bedroom?,the Kitchen,"Based on the floor plan, the space that gives access to the stairs from the main bedroom is the **Kitchen** (via the Hall).",1126,740,0.008349,14.82
3000-0002,cmp1,comparison_qa,closest_to_bath,Which room is closest to the Bath?,Main Bedroom,"Based on the drawing, the **Hall** is directly adjacent to the Bath (with the bathroom door opening into it), and the **Main Bedroom** is directly below it, sharing a wall.",1119,355,0.004874,10.94
3000-0002,cmp2,comparison_qa,largest_room,Which room has the largest area?,Main Bedroom,"Based on the dimensions in the drawing, the **Main Bedroom** has the largest area (approximately 13'-6"" x 8'-0"").",1118,745,0.008382,10.98
3000-0002,cmp3,comparison_qa,closest_to_staircase,Which room has the closest access to the STAIRS through the hall?,The bedroom,**Bedroom** (the one on the right),1126,600,0.007089,12.13
3000-0002,cmp4,comparison_qa,access_to_roof,Which room has a window view access to the back addition lean-to-roof? the bath or the bedroom?,The bath,"Based on the drawing, the **bath** has a window view access to the back addition lean-to-roof.",1134,285,0.004266,7.96
3000-0002,cnt1,counting_qa,count_windows,How many windows are available for the main bedroom?,Three (3) windows,"Based on the drawing, there are **3** windows for the main bedroom (one on the left wall and two on the bottom wall).",1121,727,0.008225,11.44
3000-0002,ocr1,ocr_qa,read_slope,What is the roof slope indicated at the back addition?,2.5/12,**2.5/12**,1122,123,0.00279,8.27
3000-0002,ocr2,ocr_qa,read_area_text,What text describes the flooring type in the main bedroom?,"HARDWOOD FLOOR, TYP.","**HARDWOOD FLOOR, TYP.**",1122,102,0.002601,7.64
3000-0002,sp1,spatial_qa,adjacency,Which bedroom is adjacent to the Bath?,Main Bedroom,**Main Bedroom**,1119,121,0.002767,10.78
3000-0003,cmp1,comparison_qa,largest_room,Which room has the largest area?,Living / Dining Room,"Based on the floor plan, the **Living / Dining Room** has the largest area.",1122,504,0.006219,14.72
3000-0003,cmp2,comparison_qa,close_access,Which room is closely accessible from the living/dinning room? the Screen porch or the mudroom?,The mudroom,"Based on the floor plan, the **mudroom** is more closely accessible from the living/dining room (via the kitchen), whereas the screen porch can only be accessed through the private main bedroom.",1136,486,0.006078,13.46
3000-0003,cnt1,counting_qa,count_windows,How many windows are available for the living/dinning space?,Four (4),"Based on the floor plan, there are **3** windows in the living/dining room (one on the left wall and two on the bottom wall).",1128,870,0.009522,15.88
3000-0003,ocr1,ocr_qa,read_room_label,What is the name of the large room on the lower half of the plan?,LIVING / DINING ROOM,Living / Dining Room,1131,218,0.003659,7.82
3000-0003,ocr2,ocr_qa,read_door_lable,What is the name of the door that connects the Kitchen and the MUDROOM?,B,"Based on the floor plan, the door connecting the Kitchen and the Mudroom is labeled **B**.",1132,682,0.007836,12.99
3000-0003,sp1,spatial_qa,kitchen_feature,What major appliance is positioned directly across from the kitchen sink?,The refrigerator (REF).,"Based on the floor plan, the major appliance positioned directly across from the kitchen sink area is the **refrigerator** (labeled **REF**).",1127,476,0.005975,14.39
3000-0003,sp2,spatial_qa,adjacency,Which room is directly connected to the KITCHEN with 32x80 cased opening?,The LIVING/DINING ROOM,**LIVING / DINING ROOM**,1136,264,0.00408,15.29
3000-0003,sp3,spatial_qa,access_to_outside,Which room has direct access to the SCREEN PORCH?,Main Bedroom,**MAIN BEDROOM**,1126,352,0.004857,12.83
3000-0004,cmp1,comparison_qa,largest_bedrooms,Which bedroom has the largest area?,Bedroom on the bottom/lower left corner,"Based on the dimensions in the drawing, the **bottom-left bedroom** (front-left bedroom) has the largest area (approximately 108 sq. ft., compared to 100 sq. ft. for the rear bedroom and approximately 77 sq. ft. for the bottom-right bedroom).",1089,1136,0.011857,10.13
3000-0004,cmp2,comparison_qa,more_windows,Which bedroom has more windows?,Bedroom on the bottom/lower left corner.,The **bottom-left bedroom** has the most windows (3 windows).,1088,668,0.007644,6.15
3000-0004,cmp3,comparison_qa,fewer_windows,Which bedroom has fewer windows?,Bedroom on the bottom/lower right corner.,"Based on the floor plan:

* **Front-right bedroom (bottom-right):** 1 window
* **Rear bedroom (top-right):** 2 windows
* **Front-left bedroom (bottom-left):** 3 windows

The **front-right bedroom** (bottom-right) has the fewest windows (1 window).",1088,1147,0.011955,9.56
3000-0004,cnt1,counting_qa,count_window,How many windows does the BATH have?,One (1) window,"Based on the floor plan, the BATH has **1** window (located on the top wall, labeled with a circled ""2"").",1090,478,0.005937,7.33
3000-0004,ocr1,ocr_qa,read_slope,What is the slope indicated for the lower shed roof?,2.0/12,The slope indicated for the lower shed roof is **2/12**.,1093,116,0.002684,10.19
3000-0004,ocr2,ocr_qa,read_area_text,What flooring type is specified for the front bedrooms?,"HARDWOOD FLOOR, TYP.","**Hardwood floor** (indicated as ""HARDWOOD FLOOR, TYP."").",1092,243,0.003825,9.44
3000-0004,sp1,spatial_qa,window_shed_roof,Which room has window facing the shed roof?,REAR BEDROOM,"Based on the drawing, the following rooms have windows facing the lower shed roof:

* **Rear Bedroom** (west-facing window)
* **Bath** (north-facing window)
* **Hall** (north-facing window)",1091,647,0.007459,11.68
3000-0004,sp2,spatial_qa,no_built_in_closet,Which bedroom has no built-in closet?,REAR BEDROOM,"Based on the drawing, the **Rear Bedroom** has no built-in closet.",1091,432,0.005524,9.87
3000-0005,cmp1,comparison_qa,largest_space,Which space has the largest area?,Living Room,"Based on the dimensions in the drawing, the **Living Room** has the largest area (approximately 20' x 16').",1121,687,0.007864,11.02
3000-0005,cmp2,comparison_qa,larger_space,Which room has more space? the WC or the MUDROOM?,The MUDROOM,The **MUDROOM** has more space.,1128,552,0.00666,12.75
3000-0005,cnt1,counting_qa,count_toilet,How many toilets (W.C) does the floor plan have?,One (1) toilet/W.C,"Based on the floor plan, there is **1** toilet (located in the room labeled ""WC"").",1128,321,0.004581,11.52
3000-0005,ocr1,ocr_qa,read_room_label,What is the name of the room adjacent to the KITCHEN on the right?,MUDROOM,**MUDROOM**,1131,256,0.004001,7.21
3000-0005,ocr2,ocr_qa,read_material_label,What is the minimum clearance specified between the coats room to the stairs?,Minimum of 3',**3'** (3 feet),1128,265,0.004077,6.07
3000-0005,sp1,spatial_qa,room_identification,What is the name of the room located next to the DINING area on the right?,KITCHEN,**KITCHEN**,1132,366,0.004992,6.46
3000-0005,sp2,spatial_qa,access_to_stairs,Which room gives direct access to the stairs to the upper level?,LIVING ROOM,**Living Room**,1127,275,0.004165,12.23
3000-0005,sp3,spatial_qa,access_to_outside,Which room provides direct access to the 3'x4' back stoop?,Mudroom,**Mudroom**,1131,198,0.003478,8.01
Apple-headquarter-plan-15-page-01,cmp1,comparison_qa,more_core_access_quadrant,Which quadrant of the circular building is closer to the Tantau Auditorium and Visitor Parking Structure?,Quadrant 4 or the bottom right corner.,"Based on the orientation of the drawing (North is up):

The **Southeast quadrant** (bottom-right) of the circular building is closest to the Tantau Auditorium and Visitor Parking Structure.",1136,408,0.005376,74.93
Apple-headquarter-plan-15-page-01,cnt1,counting_qa,count_access_cores,How many labeled access blocks are distributed around the building ring?,Nine (9),"Based on the drawing, there are **8** labeled access blocks (radial entryways/passages labeled with ""+164.0"") distributed symmetrically around the building ring.",1131,807,0.00896,83.2
Apple-headquarter-plan-15-page-01,cnt2,counting_qa,count_radial_paths,How many radial pedestrian paths originate from the courtyard center and extend outward?,Nine (9),"Based on the architectural drawing, there are **8** radial pedestrian paths (passages/corridors) that cut through the circular building, connecting the inner courtyard to the exterior.",1132,1101,0.011607,80.09
Apple-headquarter-plan-15-page-01,ocr1,ocr_qa,consulting_firms,What are the consulting firms listed in the title block?,"6 consulting firms: Foster + Partners, Arup, OLIN, KIER & WRIGHT, alta and WATRY DESIGN, INC.","Based on the title block on the right side of the drawing, the listed consulting firms are:

1. **Foster + Partners**
2. **ARUP**
3. **OLIN**
4. **Kier & Wright**
5. **Alta Planning + Design**
6. **Watry Design, Inc.**",1129,243,0.003881,64.73
Apple-headquarter-plan-15-page-01,ocr2,ocr_qa,read_titleblock_client,What is the client of the project written on the title block?,Apple Inc.,"Based on the title block in the bottom right corner of the drawing, the client is **Apple Inc.**",1131,143,0.002984,87.18
Apple-headquarter-plan-15-page-01,ocr3,ocr_qa,read_project_name,What is the project name written on the title block?,Apple Campus 2,Apple Campus 2,1129,144,0.002989,66.13
Apple-headquarter-plan-15-page-01,ocr4,ocr_qa,scale_reading,What scale is listed in the title block for this plan?,"1"" = 64'","**1"" = 64'**",1130,236,0.003819,69.63
Apple-headquarter-plan-15-page-01,ocr5,ocr_qa,internal_radius,What is the internal radius of the circular building?,"580'-11""","Based on the drawing, the inner radius of the circular building is **580'-11""** (580 feet, 11 inches).",1128,331,0.004671,87.63
Apple-headquarter-plan-15-page-01,ocr6,ocr_qa,external_radius,What is the external (outer) radius of the circular building?,"760'-7""","Based on the drawing, the external (outer) radius of the circular building is **760'-7""** (760 feet, 7 inches).",1131,554,0.006683,83.19
Apple-headquarter-plan-15-page-01,ocr7,ocr_qa,restaurant_space,What is the size of Restaurant space in square feet?,"58,000 square feet","Based on the drawing, the size of the Restaurant space is **58,000 sq ft**.",1129,229,0.003755,80.66
Apple-headquarter-plan-15-page-01,ocr8,ocr_qa,right_side_road,What is the name of the road labeled to the right side of the plan?,TANTAU AVENUE,Tantau Avenue,1134,133,0.002898,82.65
Apple-headquarter-plan-15-page-01,sp1,spatial_qa,adjacency,"Which side of the ring (north, south, east, or west), on the drawing, has the Apple transit center Bus drop off area?",East,"Based on the drawing and the north arrow (which points up), the Apple transit center Bus drop off area is located on the **east** side of the ring (along Tantau Avenue).",1147,306,0.004475,79.4
Apple-headquarter-plan-15-page-02,cmp1,comparison_qa,more_core_access_quadrant,Which quadrant of the circular building has more core access?,Quadrant 1 or the top right corner.,"Based on the drawing, the **Northeast quadrant** (upper-right) has more core access, containing two intermediate vertical circulation/core structures, whereas the other three quadrants only contain one each.",1129,780,0.008714,35.28
Apple-headquarter-plan-15-page-02,cnt1,counting_qa,count_access_cores,How many labeled access blocks are distributed around the building ring on this sheet?,Nine (9),"Based on the drawing, there are **8** access blocks (cores) distributed around the building ring.",1133,1366,0.013994,29.29
Apple-headquarter-plan-15-page-02,cnt2,counting_qa,count_radial_dividers,How many radial division lines extend from the center to the ring?,Eight (8),"Based on the architectural drawing, there are **9** radial division lines extending from the center to the ring.",1131,4334,0.040703,44.27
Apple-headquarter-plan-15-page-02,cnt3,counting_qa,count_section_callouts,How many section view callouts are present in the drawing?,Three (3),"Based on the drawing, there are **3** section view callouts present around the perimeter of the circular building (located at approximately the 9 o'clock, 1:30, and 4:30 positions).",1130,650,0.007545,23.28
Apple-headquarter-plan-15-page-02,cnt4,counting_qa,count_consultants,How many consulting firms are included on this floor plan?,Five (5) consultants.,"Based on the title block on the right side of the drawing, there are **5** consulting/design firms included:

1. **Foster + Partners** (Architecture)
2. **ARUP** (Engineering)
3. **OLIN** (Landscape Architecture & Urban Design)
4. **Kier & Wright** (Civil Engineering & Land Surveying)
5. **Alta Planning + Design** (Planning & Design)",1129,492,0.006122,23.42
Apple-headquarter-plan-15-page-02,ocr1,ocr_qa,scale_reading,What is the drawing scale indicated in the title block?,"1"" = 64'","Based on the title block (and the drawing label in the bottom-left corner), the drawing scale is:

**1"" = 64'** (1 inch = 64 feet)",1129,368,0.005006,29.94
Apple-headquarter-plan-15-page-02,ocr2,ocr_qa,sheet_number,What sheet number is shown for this drawing?,P-8.02,**P-8.02**,1127,215,0.003626,15.89
Apple-headquarter-plan-15-page-02,ocr3,ocr_qa,issued_date,When was the issued date for the 'Planned development permit' revision?,08/09/11,"The issued date for the 'Planned development permit' revision is **08/09/11** (August 9, 2011).",1132,353,0.004875,29.71
Apple-headquarter-plan-15-page-02,sp1,spatial_qa,orientation,Are the access blocks positioned symmetrically across opposite sides of the ring?,"No, not symmetrically.","No, they are not positioned completely symmetrically across opposite sides of the ring (the symmetry is disrupted on the eastern/right side, particularly around the large restaurant/atrium area).",1131,1156,0.012101,32.01
Apple-headquarter-plan-15-page-02,sp2,spatial_qa,general_notes_location,Where is the General notes section located in the drawing?,The top right corner of the drawing.,The General notes section is located in the **top right corner** of the drawing.,1129,290,0.004304,26.12
Apple-headquarter-plan-15-page-07,cmp1,comparison_qa,no_internal_ramp_quadrant,Which quadrant has no internal ramps?,The 3rd quadrant or the bottom left quadrant.,"Based on the drawing, the **Southwest (lower-left)** quadrant has no internal ramps (indicated by the orange/red color in the legend).",1125,486,0.006062,61.82
Apple-headquarter-plan-15-page-07,cmp2,comparison_qa,more_internal_ramp_quadrant,Which quadrant has more internal ramps?,The 1st quadrant or the top right quadrant.,"Based on the circular plan, the **Northeast (top-right)** quadrant has the most internal ramps (represented in orange/red), containing two ramps, while the other quadrants contain one or none.",1125,1346,0.013801,66.0
Apple-headquarter-plan-15-page-07,cnt1,counting_qa,total_parking_spaces,How many total parking spaces are provided on Basement Level 01 according to the legend?,"1,140 parking spaces","According to the legend, there are a total of **1,140** parking spaces provided on Basement Level 01.",1136,221,0.003693,73.95
Apple-headquarter-plan-15-page-07,cnt2,counting_qa,standard_parking_count,How many Standard parking spaces are indicated in the legend?,394 Standard parking spaces,"Based on the legend in the top-left corner of the drawing, there are **394** Standard parking spaces.",1129,256,0.003998,62.73
Apple-headquarter-plan-15-page-07,cnt3,counting_qa,charging_and_accessible_counts,How many Accessible parking spaces and Electrical charging stations are indicated in the legend?,21 Accessible parking spaces and 270 Electrical charging stations,"Based on the legend in the top-left corner:

* **Accessible parking spaces:** 21
* **Electrical charging stations:** 270",1133,310,0.00449,57.66
Apple-headquarter-plan-15-page-07,cnt4,counting_qa,count_consultants,How many consulting firms are included on this floor plan?,Four (4) consultants.,"Based on the title block on the right side of the drawing, there are **4** firms in total:

* **1 Lead Architect:** Foster + Partners
* **3 Consulting/Engineering Firms:** ARUP, OLIN, and Kier & Wright",1129,445,0.005699,71.79
Apple-headquarter-plan-15-page-07,ocr1,ocr_qa,sheet_title,What is the sheet title printed in the title block?,Main Building Basement Level 1 Stall Size Plan,**Main Building Basement Level 1 Stall Size Plan**,1129,180,0.003314,72.95
Apple-headquarter-plan-15-page-07,ocr2,ocr_qa,sheet_number,What sheet number is shown for this drawing?,P-8.09,**P-8.09**,1127,163,0.003157,73.8
Apple-headquarter-plan-15-page-07,ocr3,ocr_qa,scale_reading,What is the drawing scale indicated in the title block?,"1"" = 64'","Based on the title block in the bottom right corner, the drawing scale is:

**1"" = 64'** (or **1"" = 64'-0""**)",1129,330,0.004664,76.11
Apple-headquarter-plan-15-page-07,sp1,spatial_qa,legend_location,Where on the sheet is the legend describing the parking space types located?,In the upper-left portion of the drawing area.,The legend describing the parking space types is located in the **upper-left corner** of the sheet.,1132,251,0.003957,65.03
Apple-headquarter-plan-15-page-07,sp2,spatial_qa,titleblock_location,Where is the main title block located on the sheet?,Along the right edge near the lower-right corner.,The main title block is located along the **right edge** of the sheet (extending down to the **bottom-right corner**).,1129,208,0.003566,69.0
